,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
3607,9285,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.8,0.4,0.7445636306,11,1,-1,0,-1,11,1,1,2,1,7,3,0.42355637170000004,0.6333532692,0.4129164564,2.0,0.4,0.7,0.1,3,3,7,3,9,3,7,4,1,3,9,0,1,1,1,0,0
3608,9289,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.7837845251000001,0.36810324640000003,3.4641016150999997,0.1,0.6,0.1,3,3,8,4,8,2,6,2,3,4,4,0,1,0,0,0,0
3609,9290,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.8,0.9993748045999999,10,1,-1,0,0,15,1,1,0,1,5,2,0.44721359549999995,1.1378916999,0.4,3.4641016150999997,0.6,0.9,0.9,3,3,7,2,8,4,8,7,3,5,7,0,1,0,0,0,0
3610,9291,0,5,2,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.6,1.254491929,11,1,1,1,0,3,1,1,2,1,45,3,0.4,0.7795818968000001,0.3096772513,3.4641016150999997,0.6,0.6,0.9,2,1,9,2,7,3,8,4,2,2,5,0,0,1,0,0,0
3611,9296,0,2,1,10,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,1.8,1.5610493266,11,1,-1,0,-1,14,1,1,2,1,104,2,0.4459820624000001,0.6170778913,0.4062019202,1.7320508075999999,0.9,0.9,0.1,3,1,8,2,8,4,6,4,4,4,7,0,1,1,1,1,0
3612,9300,0,4,2,6,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.2,0.3,-1.0,8,1,-1,1,1,16,1,1,0,1,104,2,0.4,0.9783397979999999,0.3730951621,3.4641016150999997,0.8,0.3,0.3,3,2,8,2,7,1,13,8,3,1,7,1,0,1,0,0,0
3613,9301,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.5,0.3,0.5852349955,7,1,1,0,1,1,1,1,2,1,64,3,0.316227766,0.7124193444,0.3016620626,3.6055512755000003,0.2,0.0,0.9,1,1,7,4,10,3,3,3,2,4,4,0,1,1,1,0,0
3614,9302,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.5,0.3,0.6309714732,7,1,-1,0,-1,0,1,1,2,1,78,3,0.4,0.8370550501999999,0.3848376281000001,3.6055512755000003,0.6,0.8,0.5,3,1,6,1,10,3,11,5,4,4,10,0,1,0,0,0,0
3615,9303,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.0,0.6480740697999999,10,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6578829055,0.3619392214,3.1622776602,0.1,0.9,0.3,4,2,8,2,10,1,10,10,0,2,9,1,0,0,0,0,0
3616,9304,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.2,0.6284902545000001,7,1,-1,0,-1,14,1,1,0,1,82,3,0.3160696126,0.5958534403,0.3702701716,2.4494897428,0.6,0.1,0.3,3,1,10,1,10,3,12,7,3,2,8,0,0,1,0,0,0
3617,9305,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.6740734381,7,1,-1,2,-1,1,1,1,1,1,90,0,0.4242640687,0.8190273409000001,0.4189272013000001,3.0,0.4,0.4,0.7,3,3,8,2,10,3,5,10,3,6,7,0,1,1,0,0,0
3618,9307,0,5,1,6,1,4,0,1,0,0,0,0,0,0,0,10,0,0,0,0.7,1.0,0.9810708435,8,0,1,1,0,5,1,1,2,1,104,2,0.4242640687,1.4471045471000001,0.3866522986,3.4641016150999997,0.4,0.2,0.9,4,0,10,2,9,1,7,5,2,5,5,0,1,0,0,0,0
3619,9308,0,6,1,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.9,1.6976086121,6,0,-1,0,1,7,1,1,0,1,104,3,0.4,0.9562970941,0.43,3.3166247904,0.9,0.2,0.2,5,1,6,6,8,3,7,8,0,2,14,0,0,0,1,0,0
3620,9312,0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,1.1,1.088289943,4,1,-1,0,0,4,0,1,0,1,104,2,0.4,0.9535384298,0.4236744033,3.6055512755000003,0.6,0.3,0.3,2,1,8,4,10,1,9,3,2,2,7,0,0,1,0,1,0
3621,9317,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.2,0.5123475383,7,0,-1,0,-1,4,1,1,2,1,104,2,0.1414213562,0.7619163529999999,0.3660601044,2.8284271247,0.1,0.5,0.3,4,3,8,1,10,3,7,3,2,6,4,0,0,1,0,0,0
3622,9318,0,3,4,10,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.1,0.5689903338000001,11,0,0,0,1,0,1,1,2,1,95,2,0.4,0.8697510806000001,0.3348133809,3.3166247904,0.5,0.1,0.5,2,1,10,4,9,5,8,9,0,4,3,0,1,0,0,0,0
3623,9320,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.4,0.7619875327,10,1,-1,0,0,11,1,1,0,1,103,0,0.316227766,0.6446858419,0.3583294573,3.4641016150999997,0.1,0.1,0.7,2,0,8,3,10,2,14,7,2,3,10,0,0,1,0,0,0
3624,9322,0,3,1,8,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,0.9874208829000001,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.6928447765000001,0.3615245497,3.3166247904,0.0,0.9,0.6,2,2,5,4,8,0,7,2,1,5,12,1,0,1,0,0,1
3625,9326,0,2,1,9,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.6,0.4,0.810863737,11,1,-1,0,-1,11,1,1,2,1,53,2,0.4469899328,0.7383488951,0.42011903079999996,2.2360679775,0.2,0.2,0.2,4,0,9,2,8,3,15,11,1,3,5,1,0,1,0,0,0
3626,9327,0,2,1,2,0,3,0,0,0,1,0,0,0,0,0,10,0,1,0,0.7,0.4,1.0717975554999999,11,1,-1,0,-1,6,1,1,1,1,104,3,0.4,0.9773889994,0.41809089920000003,3.6055512755000003,0.2,0.7,0.8,4,0,10,3,7,3,7,6,1,4,6,0,1,0,0,1,0
3627,9328,0,1,1,10,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.3,0.3,-1.0,7,1,1,0,0,1,1,1,2,1,65,3,0.316227766,0.6842985187999999,0.28982753489999996,3.4641016150999997,0.7,0.8,0.4,1,2,5,2,9,3,12,5,0,2,10,0,1,1,0,0,0
3628,9329,0,1,1,10,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.6,1.6592543506,7,1,1,0,1,4,1,1,3,1,104,2,0.3160696126,0.547269707,0.3041381265,1.7320508075999999,0.9,0.6,0.1,2,1,9,4,11,1,5,4,2,1,4,0,1,1,0,0,0
3629,9330,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.8,0.2,0.6437196595,11,1,1,0,0,1,1,0,2,1,51,2,0.4,0.9425107141,0.43634848460000003,3.7416573868,0.6,0.1,0.0,2,1,7,0,8,5,9,2,1,3,5,0,1,1,1,0,0
3630,9331,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.2,0.6619101146999999,6,1,-1,0,0,1,1,1,0,1,104,3,0.4242640687,0.7747166904,0.4129164564,3.0,0.8,0.1,0.0,4,2,6,2,7,2,12,7,1,4,6,0,0,0,0,1,0
3631,9337,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.5,0.1,0.5018714975,7,1,-1,0,-1,0,1,1,2,1,54,3,0.4,0.8827197828,0.38262252939999997,3.3166247904,0.7,0.3,0.6,3,0,6,4,7,3,11,7,3,5,9,0,0,0,1,1,1
3632,9342,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.8721381771,3,0,-1,8,-1,9,1,1,2,1,13,3,0.44721359549999995,0.9031510495,0.4679743583,2.6457513111,0.5,0.6,0.2,1,1,8,2,9,3,15,6,1,2,9,0,1,0,0,0,1
3633,9346,0,0,1,4,1,4,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,1.0960155108,11,1,-1,0,-1,11,1,0,2,1,2,3,0.4242640687,0.9691203304000001,0.3466987165,3.6055512755000003,0.1,0.4,0.7,3,2,8,3,8,1,11,4,2,3,11,1,0,1,0,0,0
3634,9347,0,5,1,7,0,4,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.6,1.0485108488,11,1,-1,0,-1,10,1,0,2,1,55,2,0.4242640687,1.1479500234,0.41653331200000004,3.7416573868,0.7,0.6,0.8,2,1,9,3,8,2,10,8,1,2,7,0,1,1,1,0,0
3635,9352,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0.9,0.9,1.1434596626,11,0,-1,0,-1,10,1,1,2,1,55,2,0.4242640687,1.1323565715000001,0.41653331200000004,3.7416573868,0.3,0.1,0.4,3,2,8,4,9,3,11,3,1,4,8,0,1,1,0,0,0
3636,9353,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,0.5,0.8496322734,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.7479310305,0.39849717689999997,3.0,0.7,0.3,0.9,4,1,8,4,8,0,13,9,1,3,7,0,1,1,0,0,0
3637,9357,0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.5,0.3,0.6595452978999999,7,1,0,0,1,6,1,1,2,1,27,3,0.4,0.7279116512,0.32046840719999997,3.0,0.5,0.3,0.4,2,2,8,3,10,5,9,2,1,2,10,0,1,0,0,1,0
3638,9359,0,0,2,0,1,-1,0,1,0,0,0,0,0,0,0,8,1,0,0,0.7,0.5,0.9141252648999999,11,1,0,0,0,14,-1,1,3,1,60,1,0.316227766,0.6239371127000001,0.3070830507,3.1622776602,0.6,0.2,0.5,1,2,8,1,10,4,4,8,2,3,5,0,1,0,0,0,1
3639,9360,1,1,1,5,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.9,0.3,0.6964194139,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.645550569,0.3583294573,3.1622776602,0.1,0.6,0.5,2,0,8,2,9,3,6,4,2,3,14,0,1,0,0,1,1
3640,9366,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.7,0.4,0.6809919236,7,1,-1,0,-1,0,1,1,1,1,88,3,0.4,0.8253724429000001,0.39749213829999996,3.3166247904,0.0,0.6,0.7,3,2,6,3,12,4,3,3,2,0,7,0,0,1,1,0,0
3641,9367,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,1.5,1.6439282222999998,11,0,-1,1,-1,10,0,1,0,1,104,2,0.44721359549999995,0.8526090246,0.43185645759999997,2.6457513111,0.8,0.5,0.7,0,2,8,4,8,2,11,5,1,3,9,0,1,0,0,0,0
3642,9368,0,1,2,6,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.9,1.4069026263,11,1,-1,0,-1,6,1,1,2,1,27,3,0.4,0.7286067311,0.39076847369999995,3.1622776602,0.2,0.3,0.9,4,2,10,2,11,3,6,2,0,6,12,0,0,0,0,1,0
3643,9372,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,-1.0,11,1,-1,0,-1,11,1,1,1,1,44,3,0.44721359549999995,0.8278968675,0.4062019202,3.3166247904,0.0,0.2,0.2,2,3,8,1,9,1,9,8,4,3,8,0,0,0,1,0,0
3644,9373,0,5,1,9,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,0,1,1,2,1,23,3,0.4,0.8898184418999999,0.39749213829999996,3.4641016150999997,0.6,0.2,0.2,2,4,10,2,8,1,6,6,5,3,5,1,1,0,1,1,0
3645,9374,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,1.5,1.5594470174000001,11,1,0,0,0,11,1,1,2,1,19,3,0.316227766,0.6706355688000001,0.3185906464,3.0,0.4,0.0,0.8,1,0,8,7,11,2,7,5,4,3,7,0,1,0,0,0,0
3646,9379,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.2,0.2,-1.0,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7416894942,0.3615245497,3.6055512755000003,0.8,0.4,0.6,1,1,9,1,9,3,9,4,1,5,5,1,1,0,0,0,0
3647,9380,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.5,0.4,0.595294045,11,1,1,0,0,11,1,1,2,1,16,3,0.3741657387,0.6978272063,0.3185906464,3.1622776602,0.5,0.9,0.3,0,3,6,3,9,2,4,6,3,0,11,0,1,0,1,0,0
3648,9382,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.2,0.5926634796,11,1,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.644253043,0.3788139385,2.0,0.2,0.2,0.5,1,1,6,2,9,3,9,3,1,1,9,0,1,1,0,0,0
3649,9386,0,0,4,11,1,0,0,0,0,1,0,0,0,0,0,13,0,0,1,0.6,0.3,0.7562241731,11,1,0,0,1,11,1,1,2,1,103,1,0.316227766,0.6218806455,0.2887905816,3.3166247904,0.9,0.0,0.1,4,1,9,1,10,2,7,5,4,5,5,1,1,1,1,1,0
3650,9389,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1.0,7,0,-1,1,-1,7,1,1,2,1,104,3,0.44721359549999995,0.915928829,0.4286023798,3.1622776602,0.2,0.0,0.2,2,2,8,5,8,2,10,2,1,8,6,0,1,0,0,0,0
3651,9392,0,3,2,3,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.7806247498000001,7,1,-1,0,-1,1,1,1,2,1,64,3,0.3160696126,0.57503144,0.3640054945,2.0,0.0,0.9,0.0,3,1,9,6,10,2,8,5,1,2,5,0,1,1,1,0,0
3652,9397,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.2,0.6694213918999999,11,0,-1,0,-1,11,1,1,2,1,3,2,0.4242640687,1.1478870276,0.43497126340000003,3.4641016150999997,0.3,0.6,0.8,5,2,9,1,8,1,13,3,2,2,7,0,0,1,1,0,0
3653,9402,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.5,0.2,0.6754628043,7,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.7337073301,0.3814446225,3.4641016150999997,0.9,0.7,0.4,3,1,8,3,10,1,10,2,1,2,8,0,1,1,1,0,0
3654,9403,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,-1.0,7,1,0,0,0,0,1,1,2,1,22,3,0.316227766,0.7522692941,0.310322413,3.3166247904,0.2,0.1,0.5,1,3,5,2,8,3,6,5,1,2,10,0,0,0,0,0,0
3655,9404,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.2,-1.0,7,1,-1,2,-1,11,1,1,0,1,94,0,0.3741657387,0.8242828087,0.43011626340000003,3.3166247904,0.4,0.7,0.5,2,1,6,3,6,1,5,13,0,2,6,0,1,1,1,1,0
3656,9409,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.0,0.9,1.1803071634,4,1,-1,0,1,10,1,0,0,1,55,2,0.44721359549999995,1.2125804054,0.4174925149,3.7416573868,0.1,0.5,0.2,1,2,8,3,10,2,12,6,1,1,5,1,1,1,0,0,0
3657,9410,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.7,0.7,0.68556546,9,0,1,0,1,1,1,1,2,1,85,3,0.4242640687,1.00146071,0.3577708764,3.4641016150999997,0.4,0.1,0.0,1,0,10,5,9,1,8,5,2,4,7,0,0,1,0,0,0
3658,9411,0,7,1,8,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.7,1.1,1.3407087678,4,1,-1,0,1,15,1,1,0,1,5,2,0.44721359549999995,1.174892645,0.4,3.6055512755000003,0.7,0.5,0.4,2,3,7,1,11,2,5,12,1,6,10,1,1,0,1,0,1
3659,9412,0,6,1,4,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.9,0.5,0.8789197916,8,1,-1,0,0,0,0,1,0,1,95,2,0.4,0.9132405294,0.40137264479999996,3.4641016150999997,0.7,0.0,0.0,4,3,8,3,7,3,8,9,1,6,8,0,1,1,0,0,0
3660,9416,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.54886246,11,1,1,0,0,1,1,0,2,1,80,3,0.316227766,0.7842588753,-1.0,3.6055512755000003,0.6,0.3,0.2,1,3,7,2,10,2,8,6,4,3,8,0,0,1,0,0,0
3661,9419,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.5,0.6,1.3724977231,6,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.7662313862000001,0.3615245497,3.6055512755000003,0.3,0.7,0.6,2,2,9,3,9,3,6,5,2,0,3,0,0,1,0,0,0
3662,9421,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.2,0.0,-1.0,10,1,-1,2,1,11,1,1,0,1,14,0,0.3741657387,0.7028425167,0.4302324953,3.1622776602,0.9,0.2,0.7,1,1,7,3,8,2,8,4,3,2,14,0,1,1,0,0,0
3663,9422,0,5,1,8,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.5,0.9,1.0741275529,11,0,1,9,1,15,1,1,2,1,104,3,0.4898979486,1.333221414,0.3619392214,3.4641016150999997,0.5,0.7,0.7,0,1,8,0,11,1,5,5,3,7,12,0,0,0,0,0,0
3664,9423,0,4,1,10,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.8366600265,6,1,-1,0,0,0,1,1,0,1,37,2,0.316227766,0.7363355775,0.3754996671,3.3166247904,0.4,0.9,0.2,2,2,9,4,10,0,8,6,2,1,10,0,0,1,0,0,0
3665,9429,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.6,0.4,0.7154544011,10,0,-1,0,0,10,1,1,0,1,28,3,0.3741657387,0.9199802369,0.3820994635,3.3166247904,0.1,0.4,0.2,4,3,9,1,10,3,6,14,3,1,3,0,0,0,1,0,0
3666,9430,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.4,0.0,1.0356157589,11,0,0,9,0,8,-1,1,2,1,104,1,0.44721359549999995,1.9402489828999998,0.399374511,3.4641016150999997,0.2,0.4,0.4,0,2,10,1,9,1,14,5,3,2,3,0,1,0,0,0,0
3667,9436,0,5,1,11,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.1,0.3,-1.0,7,1,1,0,1,0,1,1,2,1,62,3,0.4,0.745080283,0.32,2.4494897428,0.3,0.8,0.6,2,1,9,3,9,2,7,3,2,2,6,0,1,0,1,0,1
3668,9439,0,7,1,10,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.3,1.2784267676,6,1,-1,0,1,0,1,1,0,1,34,2,0.4,0.7603962647,-1.0,3.0,0.8,0.7,0.7,1,2,8,4,10,4,10,3,2,3,8,0,0,1,0,1,0
3669,9443,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.8,0.2,0.40078048850000003,11,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7328056579000001,0.3708099244,3.3166247904,0.6,0.5,0.5,4,1,4,2,11,5,7,7,4,1,11,0,0,1,0,0,0
3670,9445,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.1,0.2,-1.0,7,1,0,0,1,1,1,1,2,1,91,3,0.4242640687,0.8301398865999999,0.1183215957,2.6457513111,0.0,0.6,0.3,4,1,10,3,11,2,6,4,1,6,6,0,1,1,0,0,0
3671,9447,0,3,1,9,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,1.2,1.1489125293,10,0,-1,0,1,10,1,1,0,1,83,2,0.4242640687,0.8813025672,0.3964845520000001,2.8284271247,0.2,0.7,0.0,2,1,7,5,8,3,8,7,1,3,9,0,1,0,0,0,0
3672,9449,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,1.4,1.8867962263999998,9,1,1,0,0,4,1,1,2,1,50,2,0.4,0.7224556379000001,0.3201562119,3.3166247904,0.8,0.2,0.4,4,1,9,6,10,0,10,7,1,4,11,0,0,0,0,0,0
3673,9453,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8,1.2,1.4618053906,11,1,-1,1,-1,9,1,1,1,1,61,3,0.44721359549999995,0.96089877,0.5204805472,3.4641016150999997,0.9,0.6,0.1,4,3,7,2,10,2,9,3,2,2,9,1,1,1,0,1,0
3674,9457,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.4,0.8728545125,3,1,-1,0,-1,11,1,1,3,1,19,1,0.3155946768,0.4766446083,0.3626292873,1.0,0.7,0.3,0.2,1,2,7,2,9,3,10,3,0,4,7,0,1,1,0,1,0
3675,9458,0,3,1,3,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.3,0.2,-1.0,6,1,-1,0,0,11,1,1,0,1,101,3,0.3741657387,0.8638881212,0.3849675311,3.6055512755000003,0.7,0.1,0.0,2,1,9,3,10,4,8,1,2,1,7,0,1,1,0,0,0
3676,9459,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.6,0.8,0.5921359640999999,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.7049705462,0.36660605560000004,3.3166247904,0.0,0.9,0.9,3,1,9,3,10,3,10,8,3,6,9,0,1,1,0,0,0
3677,9460,0,5,1,6,0,2,0,0,1,0,0,0,0,0,0,5,1,0,0,0.1,0.1,-1.0,4,0,-1,0,0,11,1,1,0,1,44,3,0.44721359549999995,0.7482900618,0.4062019202,3.0,0.4,0.0,0.2,4,0,9,2,12,2,12,6,3,1,9,0,0,0,0,1,0
3678,9466,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,-1.0,11,0,-1,0,-1,4,1,0,2,1,12,3,0.4,0.9605009024,0.3708099244,3.7416573868,0.7,0.9,0.3,3,0,8,5,9,2,7,6,1,1,3,0,1,1,0,0,1
3679,9470,1,0,2,0,1,-1,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.5,0.7619875327,11,1,0,0,0,11,-1,1,2,1,67,2,0.3741657387,0.6574902193,0.3008321791,2.8284271247,0.9,0.3,0.2,3,3,7,3,8,3,10,6,2,4,11,0,1,1,1,0,0
3680,9478,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,0.5,1.0494045931,11,1,-1,1,-1,3,1,1,2,1,104,3,0.4242640687,0.9697383987,0.39849717689999997,3.6055512755000003,0.4,0.9,0.1,2,2,8,1,8,3,9,4,2,3,9,0,1,0,0,1,0
3681,9479,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.2,0.3,-1.0,5,1,0,6,1,11,1,1,3,1,104,0,0.5004997502,0.6992026155,-1.0,0.0,0.9,0.0,0.6,4,2,10,3,6,3,12,11,1,6,13,0,1,1,0,1,0
3682,9480,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.6,1.8010413654,3,0,1,1,0,0,1,1,0,1,75,2,0.44721359549999995,1.1145358149,0.3823610859,3.4641016150999997,0.0,0.8,0.3,1,2,6,0,10,1,5,9,1,1,9,1,1,0,0,0,0
3683,9484,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.6,1.8366069258000002,11,1,-1,8,-1,9,1,1,2,1,13,3,0.44721359549999995,1.0534280914,0.4679743583,3.4641016150999997,0.1,0.4,0.5,2,0,9,4,9,3,10,3,1,2,4,1,1,0,1,1,0
3684,9488,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,0.7,1.2437342964,11,1,-1,2,-1,0,1,1,2,1,100,0,0.4,0.9446784401999999,0.423083916,3.6055512755000003,0.6,0.1,0.1,2,1,7,4,10,2,7,8,3,5,8,1,0,1,0,0,0
3685,9491,0,5,2,10,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,0.7,0.4,0.6937218463,7,1,1,0,1,0,1,1,1,1,95,2,0.4,0.732128675,0.3348133809,2.8284271247,0.8,0.5,0.3,3,4,5,4,8,6,14,10,1,6,11,0,1,0,0,0,0
3686,9498,0,5,1,8,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.1,0.2,-1.0,0,1,-1,0,1,14,1,1,0,1,60,1,0.316227766,0.674720634,0.34727510710000004,3.6055512755000003,0.9,0.8,0.6,1,1,8,4,9,4,12,4,1,5,9,0,1,1,0,0,0
3687,9502,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.2,0.58630197,6,1,-1,0,0,11,1,1,0,1,19,3,0.316227766,0.6053992604,0.3887158345,2.4494897428,0.7,0.3,0.7,3,3,6,5,9,4,9,3,1,1,7,0,1,1,0,1,0
3688,9504,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.9,1.4201672437000001,11,0,0,9,0,9,1,1,2,1,104,3,0.6164414003,1.226902301,0.41713307229999996,3.0,0.4,0.1,0.2,3,3,7,2,9,1,10,5,2,2,4,1,1,1,0,1,0
3689,9510,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.3,0.3,-1.0,5,0,1,0,1,11,1,1,2,1,7,3,0.4242640687,0.7874270267,0.3542597917,3.1622776602,0.6,0.6,0.6,3,1,9,5,11,1,5,10,1,3,8,0,1,0,0,0,0
3690,9512,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.5,1.088289943,7,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.7509222979000001,0.3667424164,3.4641016150999997,0.2,0.7,0.6,2,2,5,3,6,0,10,5,4,2,11,0,1,0,0,0,0
